source,category_section,category_no,formulation_no,name,needs_review,source_line
afi-part2,LEPA,9,2,GANDHAKADYAMALAHARA,False,11506
afi-part2,LEPA,9,3,PARADADI LEPA,False,11545
afi-part2,LEPA,9,4,VRDDHIHARA LEPA,False,11591
afi-part2,LEPA,9,5,SVETA MALAHAMA,False,11637
afi-part2,VATI AND GUTIKA,10,1,ABHAYA,False,11990
afi-part2,VATI AND GUTIKA,10,4,KUTAJAGHANA,False,12114
afi-part2,VATI AND GUTIKA,10,5,JVARAGHNI GUTIKA,False,12156
afi-part2,VATI AND GUTIKA,10,6,DRAKSADI GUTIKA,False,12199
afi-part2,VATI AND GUTIKA,10,8,BHUVANESVARA,False,12248
afi-part2,VATI AND GUTIKA,10,9,MAHASANKHA,False,12315
afi-part2,VATI AND GUTIKA,10,10,MAHAGANDHAKA VATI,False,12397
afi-part2,VATI AND GUTIKA,10,11,SARPAGANDHAGHANA VATI,False,12451
afi-part2,VATI AND GUTIKA,10,12,SARVATOBHADRA,False,12488
afi-part2,VATI AND GUTIKA,10,13,SAMSAMANI,False,12524
afi-part2,VATI AND GUTIKA,10,14,SUKHAVIRECANA VATI,False,12551
afi-part2,VARTTI-NETRABINDU AND ANJANA,11,1,NAYANAMRTANJANA,False,12726
afi-part2,VARTTI-NETRABINDU AND ANJANA,11,2,NAGARJUNANJANA,False,12771
afi-part2,PARPATI,12,1,TAMRA,False,13010
afi-part2,PARPATI,12,2,SVETA PARPATI,False,13072
afi-part2,PISTI,13,1,AKIKA PISTI,False,13258
afi-part2,PISTI,13,2,JAHARAMOHARA PISTI,False,13299
afi-part2,BHASMA,14,1,AKIKA BHASMA,False,13532
afi-part2,BHASMA,14,4,HAJARULAYAHUDA BHASMA,False,13660
afi-part2,BHASMA,14,5,VARATIKA BHASMA,False,13690
afi-part2,MANDURA,15,1,TARAMANDURA GUDA,False,13985
afi-part2,MANDURA,16,1,AJIRNA KANTAKA RASA,False,15181
afi-part2,MANDURA,16,2,ARSAKUTHARA RASA,False,15232
afi-part2,MANDURA,16,3,AMAVATARI RASA,False,15308
afi-part2,MANDURA,16,5,KANAKASUNDARA RASA,False,15421
afi-part2,MANDURA,16,6,KASTURI BHAIRAVA RASA,False,15467
afi-part2,MANDURA,16,7,KANCANABHRA RASA,False,15538
afi-part2,MANDURA,16,8,KANTAVALLABHA RASA,False,15621
afi-part2,MANDURA,16,9,KAMADUDHA RASA,False,15675
afi-part2,MANDURA,16,10,KALAKUTA RASA,False,15747
afi-part2,MANDURA,16,11,KRAVYADA RASA,False,15887
afi-part2,MANDURA,16,12,KRMI KUTHARA RASA,False,15980
afi-part2,MANDURA,16,13,GANDAMALA KANDANA RASA,False,16021
afi-part2,MANDURA,16,14,GARBHAPALA RASA,False,16074
afi-part2,MANDURA,16,15,GARBHA CINTAMANI RASA,False,16136
afi-part2,MANDURA,16,16,GULMA KALANALA RASA,False,16219
afi-part2,MANDURA,16,17,GRAHANI KAPATA RASA,False,16366
afi-part2,MANDURA,16,18,CANDRAMSU RASA,False,16409
afi-part2,MANDURA,16,19,JALODARARI RASA,False,16457
afi-part2,MANDURA,16,20,JAVAHARA MOHARA,False,16510
afi-part2,MANDURA,16,21,JVARANKUSA RASA,False,16586
afi-part2,MANDURA,16,22,JVARANKUSA RASA,False,16642
afi-part2,MANDURA,16,23,TARAKESVARA RASA,False,16686
afi-part2,MANDURA,16,24,TRIVIKRAMA RASA,False,16733
afi-part2,MANDURA,16,25,DANTODBHEDA GADANTAKA RASA,False,16783
afi-part2,MANDURA,16,26,NARACA RASA,False,16906
afi-part2,MANDURA,16,27,NAGARJUNABHRA RASA,False,16955
afi-part2,MANDURA,16,28,NITYANANDA RASA,False,16990
afi-part2,MANDURA,16,29,NIDRODAYA RASA,False,17195
afi-part2,MANDURA,16,30,NRPATIVALLABHA RASA,False,17260
afi-part2,MANDURA,16,31,PANCANANA RASA,False,17404
afi-part2,MANDURA,16,32,PIYUSAVALLI RASA,False,17445
afi-part2,MANDURA,16,33,PUSPADHANVA RASA,False,17590
afi-part2,MANDURA,16,34,PURNACANDRA RASA,False,17628
afi-part2,MANDURA,16,35,PRATAPALANKESVARA RASA,False,17702
afi-part2,MANDURA,16,36,PRADARANTAKA RASA,False,17788
afi-part2,MANDURA,16,37,PRAVALA PANCAMRTA RASA,False,17844
afi-part2,MANDURA,16,39,BRHADAGNIKUMARA RASA,False,17956
afi-part2,MANDURA,16,40,BRHAT CANDRODAYA MAKARADHVAJA,False,18070
afi-part2,MANDURA,16,41,BRHAT PURNACANDRA RASA,False,18154
afi-part2,MANDURA,16,42,BRHAT VANGESVARA RASA,False,18259
afi-part2,MANDURA,16,43,BRHAT VIDYADHARABHRA RASA,False,18333
afi-part2,MANDURA,16,44,BRHATCCHRNGARABHRA RASA,False,18462
afi-part2,MANDURA,16,45,BRAHMI VATI,False,18621
afi-part2,MANDURA,16,46,MANMATHABHRA RASA,False,18644
afi-part2,MANDURA,16,47,MAHA JVARANKUSA RASA,False,18755
afi-part2,MANDURA,16,48,MAHATARUNARKA RASA,False,18911
afi-part2,MANDURA,16,49,MAHA VATA VIDHVAMSANA RASA,True,18991
afi-part2,MANDURA,16,50,MANIKYA RASA,False,19113
afi-part2,MANDURA,16,51,MEHAMUDGARA RASA,False,19188
afi-part2,MANDURA,16,52,YAKUTI,False,19286
afi-part2,MANDURA,16,53,LAGHU SUTASEKHARA RASA,False,19378
afi-part2,MANDURA,16,54,LILA VILASA RASA,False,19413
afi-part2,MANDURA,16,55,VAJRAKAPATA RASA,False,19468
afi-part2,MANDURA,16,56,VASANTA TILAKA RASA,False,19605
afi-part2,MANDURA,16,57,VATA GAJANKUSA RASA,False,19663
afi-part2,MANDURA,16,58,SVASA KASA CINTAMANI RASA,True,19768
afi-part2,MANDURA,16,59,SIRAH SULADI VAJRA RASA,True,19828
afi-part2,MANDURA,16,60,SRNGARABHRA RASA,False,19908
afi-part2,MANDURA,16,61,SRI JAYAMANGALA RASA,False,19987
afi-part2,MANDURA,16,62,SRI RAMABANA RASA,False,20077
afi-part2,MANDURA,16,63,SUTASEKHARA RASA,False,20140
afi-part2,MANDURA,16,64,SMRTI SAGARA RASA,False,20236
afi-part2,MANDURA,16,65,SVACCHANDA BHAIRAVA RASA,False,20303
afi-part2,MANDURA,16,66,HEMAGARBHA,False,20368
afi-part2,MANDURA,16,67,HEMANATHA RASA,False,20428
afi-part2,MANDURA,16,68,HINGULESVARA RASA,False,20471
afi-part2,MANDURA,16,69,HIRANYA GARBHA POTTALI RASA,True,20525
afi-part2,LAUHA,17,2,NAVAYASA LAUHA,False,20898
afi-part2,LAUHA,17,3,BRHAT VISAMAJVARANTAKA LAUHA,False,20955
afi-part2,LAUHA,17,4,BRHAT SARVAJVARAHARA LAUHA,False,21042
afi-part2,LAUHA,17,5,YAKRTPLIHARI LAUHA,False,21200
afi-part2,LAUHA,17,6,YOGARAJA,False,21351
afi-part2,LAUHA,17,8,SATAMULYADI LAUHA,False,21476
afi-part2,LAUHA,17,9,SILAJITVADI LAUHA,False,21565
